tone,split
surge-patches-3rdparty-Emu-Drums-Hat-Closed-velocity64,train
surge-patches-3rdparty-Emu-Drums-Hat-Open-velocity64,train
surge-patches-3rdparty-Emu-Drums-Hat-Split-velocity64,test
surge-patches-3rdparty-Emu-Drums-Hat-velocity64,train
surge-patches-3rdparty-Emu-Drums-Kick-Room-1-velocity64,train
surge-patches-3rdparty-Emu-Drums-Kick-Room-2-velocity64,train
surge-patches-3rdparty-Emu-Drums-Mort-Chippy-Bits-velocity64,train
surge-patches-3rdparty-Emu-Drums-Mort-Kick-Chippy-velocity64,train
surge-patches-3rdparty-Emu-Drums-Mort-Kick-velocity64,train
surge-patches-3rdparty-Emu-Drums-Mort-Noisey-Drum-velocity64,train
surge-patches-3rdparty-Emu-Drums-Mort-Snare-velocity64,train
surge-patches-3rdparty-Emu-Drums-Snare-Room-1-velocity64,valid
surge-patches-3rdparty-Emu-Drums-Snare-Room-2-velocity64,train
surge-patches-3rdparty-Emu-Drums-Splashy-Ride-velocity64,train
surge-patches-3rdparty-Emu-Drums-T8-Clap-velocity64,train
surge-patches-3rdparty-Emu-Drums-T8-Conga-velocity64,test
surge-patches-3rdparty-Emu-Drums-T8-Cowbell-velocity64,test
surge-patches-3rdparty-Emu-Drums-T8-Cymbal-velocity64,train
surge-patches-3rdparty-Emu-Drums-T8-Kick-1-velocity64,train
surge-patches-3rdparty-Emu-Drums-T8-Kick-2-velocity64,train
surge-patches-3rdparty-Emu-Drums-T8-Snare-velocity64,train
surge-patches-3rdparty-Emu-Drums-T8-Tom-velocity64,train
surge-patches-3rdparty-Emu-Drums-T9-Snare-velocity64,train
surge-patches-3rdparty-Emu-Drums-T9-Tom-velocity64,test
surge-patches-3rdparty-Emu-FX-Noise-Particles-velocity64,train
surge-patches-3rdparty-Emu-FX-Robot-Exhaust-velocity64,train
surge-patches-3rdparty-Emu-FX-Sick-In-The-Super-Dome-velocity64,train
surge-patches-3rdparty-Emu-FX-Signature-Talker-1S-velocity64,train
surge-patches-3rdparty-Emu-FX-Slapshot-velocity64,train
surge-patches-3rdparty-Emu-Keys-CowbellBanjo-velocity64,train
surge-patches-3rdparty-Emu-Keys-Crispy-Key-velocity64,train
surge-patches-3rdparty-Emu-Keys-FMHappy-velocity64,train
surge-patches-3rdparty-Emu-Keys-I-Once-Was-A-Cymbal-velocity64,train
surge-patches-3rdparty-Emu-Keys-Light-EP-velocity64,train
surge-patches-3rdparty-Emu-Keys-SoftSaw-velocity64,train
surge-patches-3rdparty-Emu-Keys-Thin-and-Gaseous-Organ-velocity64,train
surge-patches-3rdparty-Emu-Keys-Trashion-EP-velocity64,train
surge-patches-3rdparty-Emu-Keys-Trombone-Harmonica-velocity64,train
surge-patches-3rdparty-Emu-Keys-Yoobee-Talker-velocity64,train
surge-patches-3rdparty-Emu-Leads-Crushed-Upright-Piano-velocity64,train
surge-patches-3rdparty-Emu-Leads-Doink-Realm-Organ-velocity64,train
surge-patches-3rdparty-Emu-Leads-Droney-FM-Steamer-velocity64,valid
surge-patches-3rdparty-Emu-Leads-Melted-Organ-velocity64,train
surge-patches-3rdparty-Emu-Leads-Sax-Destroyer-velocity64,train
surge-patches-3rdparty-Emu-Leads-Square-Adventure-velocity64,train
surge-patches-3rdparty-Emu-Pads-Beautiful-Flutebad-velocity64,test
surge-patches-3rdparty-Emu-Pads-Blazing-Galaxies-velocity64,valid
surge-patches-3rdparty-Emu-Pads-Buzzy-Bees-And-Sitars-velocity64,train
surge-patches-3rdparty-Emu-Pads-Fez-Pad-velocity64,train
surge-patches-3rdparty-Emu-Pads-Fuzzy-Speaks-velocity64,train
surge-patches-3rdparty-Emu-Pads-Ghostly-Voices-velocity64,train
surge-patches-3rdparty-Emu-Pads-Square-And-Back-Again-velocity64,train
surge-patches-3rdparty-Emu-Pads-Windy-Brassmen-velocity64,train
surge-patches-3rdparty-Emu-Plucks-Banjo-Like-velocity64,train
surge-patches-3rdparty-Emu-Plucks-Bossy-Saw-velocity64,train
surge-patches-3rdparty-Emu-Plucks-Brass-Attacks-velocity64,train
surge-patches-3rdparty-Emu-Plucks-Hidden-Hats-FM-velocity64,train
surge-patches-3rdparty-Emu-Plucks-Horn-Ring-Boops-velocity64,train
surge-patches-3rdparty-Emu-Plucks-Pluck-2-Pad-Demon-Sad-velocity64,train
surge-patches-3rdparty-Emu-Sequences-Dancing-Sine-Boyz-velocity64,test
surge-patches-3rdparty-Emu-Sequences-Dirty-Saws-velocity64,test
surge-patches-3rdparty-Emu-Synths-80s-Future-Key-velocity64,train
surge-patches-3rdparty-Emu-Synths-Disto-Brass-Pass-velocity64,train
surge-patches-3rdparty-Emu-Synths-Garbely-Joe-velocity64,test
surge-patches-3rdparty-Emu-Synths-Golden-Square-velocity64,test
surge-patches-3rdparty-Emu-Synths-Piercing-Trumpet-Morph-velocity64,train
surge-patches-3rdparty-Emu-Synths-Strange-Declarations-velocity64,train
surge-patches-3rdparty-Emu-Synths-Wonky-Game-Pad-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM-Faux-Filter-velocity64,valid
surge-patches-3rdparty-Emu-Templates-FM-Saw-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM-Square-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM-Triangle-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM-Woodwind-Maker-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM100-Routing-2-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM100-Routing-3-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM100-Routing-4-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM100-Routing-5-velocity64,train
surge-patches-3rdparty-Emu-Templates-FM100-Routing-7-velocity64,valid
surge-patches-3rdparty-Emu-Templates-FM100-Routing-8-velocity64,train
surge-patches-3rdparty-Emu-Templates-WT-Env-Morph-velocity64,train
surge-patches-3rdparty-Emu-Templates-WT-Mod-Morph-velocity64,train
surge-patches-3rdparty-Emu-Templates-WT-Ramp-Up-Morph-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Black-Swarm-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Dark-Notch-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Dark-Trancer-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Deep-Jungler-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Distorro-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Dog-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Highpass-Terror-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Hoovin-Spot-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Mid-Band-Diver-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Module-Hunter-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Basses-Multisaw-Ring-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Phasing-Warp-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Basses-Rave-Detuner-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Ring-n-Shape-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Shaped-Tri-Saw-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Basses-Sinus-To-Sinus-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Sirens-and-Fire-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Squeezy-Chaos-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Swell-Reece-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Tech-Cabinet-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-VA-Experience-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Warm-Square-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Wave-Joke-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Basses-Wellblech-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-Wobbler-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Basses-X0X-Bassline-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Chords-5th-Element-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Dual-Ensemble-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Happy-Old-Vibe-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Chords-Inside-The-Place-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Minor-Flag-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Minor-Synth-Piano-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Pluck-Character-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Synth-Stab-Minor-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Unison-Minority-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Chords-Visitor-s-Playground-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Drums-Bass-Drum-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Drums-Clap-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Drums-Closed-Hi-Hat-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Drums-Open-Hi-Hat-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Drums-Snare-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Drums-Zap-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-1-2-3-Auf-Die-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Alien-Appears-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Anomaly-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-FX-Elf-Steps-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Industry-Facility-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Machine-Room-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Mystery-Hole-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Outside-Planet-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Pitch-Up-Drop-1-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Pitch-Up-Drop-2-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-R2D2-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Stream-Sparkle-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-FX-Weird-Bells-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Funny-Dub-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Glass-Tick-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Glassy-E-Piano-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Glockenmorph-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Harmonic-Ring-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Moody-Piano-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Keys-Ring-Piano-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Sin-Ring-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Table-Morph-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Tri-Meets-Saw-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Keys-Vintage-Boost-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Background-Sweep-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Crisp-Cross-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Cut-Through-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Formant-Tables-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Frag-7th-Syn-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Future-Sax-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Guitar-Vibe-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Leads-House-Vibe-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Mechanic-Unison-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Ravin-Stalker-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Saw-Rings-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Squary-Sync-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Street-Parade-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Synth-Surfer-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Tech-Ring-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Under-The-Tomb-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Leads-Wave-Arp-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Organs-Charmy-Organ-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Organs-Deep-Houser-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Organs-Draft-Card-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Organs-Hammond-s-Hall-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Organs-Late-Night-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Organs-Liquid-Steel-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Organs-Lot-Of-Drawbars-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Organs-Morph-Magic-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Organs-Wanna-B3-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Back-Texture-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Breath-Of-China-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Pads-Changing-Sines-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Pads-Chorbells-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Pads-Cyborg-Texture-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Dark-Whisper-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Deep-Choir-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Digitized-Choir-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Dub-Choir-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Electric-City-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Horizon-Opens-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Moon-and-Water-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Pads-OAH-Choir-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Organaut-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Sci-Fi-Church-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Sun-Rising-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Time-Shift-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Vocodarian-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Pads-Wide-Vibrations-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Pads-Wood-Walk-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Alarm-Reese-velocity64,test
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Bellchordian-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Bellistic-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Hard-Hacked-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Mellow-On-Sync-velocity64,valid
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Reeseliner-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Sine-Hammer-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Staccato-Mellow-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Trance-Ground-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Tubularity-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Rhythms-Unison-Retrigger-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Winds-Clarinet-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Winds-Flute-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Winds-Horns-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Winds-Oboe-velocity64,train
surge-patches-3rdparty-Giana-Brotherz-Winds-Trumpet-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Alone-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Autumn-2-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Beautiful-Thoughts-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Beautiful-Thoughts-2-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Bell-Cave-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Bloody-Valentine-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Dark-Bell-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Deep-Space-4-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Deep-Space-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Disturbances-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Fragile-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Fragile-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Fragile-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Fragile-6-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Fragile-7-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Further-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Further-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Go-Carefully-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Going-Away-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Hangars-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Hangars-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Hangars-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Hangars-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Isolation-1-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Isolation-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Isolation-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Isolation-4-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Isolation-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Mystery-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Mystery-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Nasal-Cavern-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-No-End-Drum-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Persistance-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Pure-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Ravine-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Resonant-Atmosphere-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Resonant-Atmosphere-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Sine-Movers-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Sine-Movers-2-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Something-At-The-Lighthouse-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Suspense-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Tables-Turning-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-The-Well-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Thoughts-5-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Unexpected-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Winter-10-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Winter-4-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Winter-6-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Winter-8-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Wonk-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Wonk-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Atmospheres-Yearn-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Autumn-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Autumn-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Bass-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Bass-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Bass-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Bass-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Bass-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Bass-6-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Cat-Bass-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Dark-Bass-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Digitalis-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Irreversible-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Irreversible-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Ladder-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Softer-Bass-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Squelch-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Squelch-2-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Basses-Squelch-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Undulation-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Basses-Unstable-Bass-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Basses-Warm-Fuzzy-Bass-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Watch-Out-Below-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Basses-Wrong-Bass-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-FX-60s-Sci-Fi-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Air-Spray-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Calamity-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Calamity-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Dark-Dyson-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Drone-Melancholy-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Edgy-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Knocks-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Saturn-V-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-FX-Sea-Pipe-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-FX-Uplifting-Noise-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Blade-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Blade-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Blade-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Blade-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Blade-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Dreaming-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Fizzer-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Fizzer-5-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Keys-Fragile-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Fragile-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Further-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Glitter-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Glitter-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Harpsick-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Melodic-Organ-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Piano-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Piano-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Piano-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Piano-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Piano-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Piano-6-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-The-Softest-Melody-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Thoughts-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Thoughts-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Thoughts-3-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Keys-Thoughts-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Thoughts-6-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Thoughts-7-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Winter-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Keys-Winter-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Apex-Arp-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Apex-Arp-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Atonal-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Leads-Autumn-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Bellish-Lead-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Chiff-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Chiff-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Chiff-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Chiff-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Children-s-Lead-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Clockers-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Clockers-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Clockers-3-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Leads-Clockers-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Crackles-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Delicate-velocity64,train
